dim,gate_a_anchor,gate_b_anchor,gate_a_minus_b_anchor
133,2.033119017141871e-06,1.2184605679976812e-07,1.9112728750769747e-06
134,1.539790694948806e-08,1.6912625966369887e-08,-1.514719016881827e-09
135,1.2073203379259212e-06,2.677163138287142e-05,-2.5564311727066524e-05
136,1.823249817789474e-08,2.867294278985355e-05,-2.865471105906181e-05
137,4.7024941522977315e-06,4.179887014288397e-08,4.6606951400463e-06
138,6.633150473334126e-09,2.6977524214544246e-08,-2.034437329712091e-08
139,2.026052214887386e-08,2.9977513804624323e-09,1.726277076841143e-08
140,6.807218788651426e-09,7.220069875302215e-08,-6.539347907619231e-08
141,2.2366634766513016e-08,1.1906077901358003e-08,1.0460556865155013e-08
142,8.601208634217983e-09,2.3463471165996452e-09,6.2548615176183375e-09
143,2.6691912680121277e-08,1.761827483903744e-08,9.073637841083837e-09
144,7.186737320807879e-07,2.2620973538778344e-08,6.960527798582916e-07
145,1.0097982006129769e-08,9.63685309329776e-09,4.611289128320095e-10
146,3.6905933029629523e-06,9.109683560382109e-06,-5.419090484792832e-06
147,2.430705023925839e-07,8.703362254891545e-06,-8.460291610390414e-06
148,1.4310046481114114e-06,2.1890604330110364e-05,-2.0459599909372628e-05
149,3.545332205590057e-08,5.465609120847148e-08,-1.920276915257091e-08
150,3.204231688869186e-07,3.3849855753942393e-06,-3.0645624065073207e-06
151,2.2538008124683984e-05,3.869622105412418e-06,1.8668386474018916e-05
152,0.006811888888478279,6.629471954511246e-06,0.006805259268730879
153,0.0003834352537523955,0.001007610815577209,-0.000624175532720983
154,0.00015531083045061678,5.996529580443166e-05,9.534553100820631e-05
155,6.181663775350899e-05,0.00029951069154776633,-0.00023769405379425734
156,5.075541480437096e-07,2.895827151405683e-07,2.1797143290314125e-07
157,3.0445974630310957e-07,3.0929029435355915e-06,-2.7884432256541913e-06
158,7.581899353681365e-06,3.122338057437446e-06,4.459561296243919e-06
159,1.027658953489663e-07,6.594700607820414e-08,3.6818889270762156e-08
160,4.5304145146474184e-07,3.445542162694437e-08,4.185860404959385e-07
161,2.264830243348115e-07,6.014117275299213e-07,-3.7492870319510985e-07
162,6.155871960800141e-05,3.3062180591514334e-05,2.8496539016487077e-05
163,4.102585648979584e-08,8.526457406787813e-08,-4.423871757808229e-08
164,2.067095579150191e-07,9.584742599599849e-08,1.1086213191902061e-07
165,4.334737457867277e-09,5.4636913660033315e-08,-5.030217664625525e-08
166,9.702401371214364e-08,2.7099078536707566e-08,6.992493695179292e-08
167,7.975657911885037e-10,7.464658224876075e-09,-6.667092655732176e-09
168,8.323294942158554e-09,1.0981310083479912e-08,-2.658015141321357e-09
169,2.8351191616593496e-08,6.191701373836622e-09,2.2159490242756874e-08
170,2.867988690979928e-08,3.3121632103672027e-09,2.536772392147668e-08
171,1.441511532362938e-08,1.7083024772546196e-08,-2.6679094489168165e-09
172,1.4886920780554647e-06,1.1952923159697093e-05,-1.0464231309015304e-05
173,8.437603355559986e-06,7.715584615652915e-06,7.22018739907071e-07
174,1.7300945955867064e-06,3.588317849789746e-05,-3.415308310650289e-05
175,3.6655157487075485e-07,1.373627037537517e-05,-1.336971854470903e-05
176,7.533255086400459e-08,2.5379948809245434e-08,4.9952603831115994e-08
177,0.0003020070435013622,2.385294465057086e-06,0.0002996217517647892
178,3.1009583381091943e-06,2.7724549909180496e-06,3.285033471911447e-07
179,3.829305796898552e-07,7.263319616868102e-07,-3.43401381996955e-07
180,1.0308530562497253e-07,1.6708303292034543e-06,-1.5677450164730544e-06
181,0.031679362058639526,0.0007880936609581113,0.030891267582774162
182,4.187918989373429e-07,2.1739458588854177e-07,2.0139731304880115e-07
183,0.003967837430536747,0.009086747653782368,-0.005118910223245621
184,9.832501035589303e-08,9.773356168807368e-08,5.914486678193498e-10
185,0.0020133755169808865,0.0026874493341892958,-0.0006740738172084093
186,2.6712564249464776e-06,2.1616172034555348e-06,5.096392214909429e-07
187,0.0004886394599452615,0.014159613288939,-0.013670973479747772
188,0.00014751630078535527,0.00010624567221384495,4.1270628571510315e-05
189,6.557493179570884e-05,7.871051366237225e-07,6.478782597696409e-05
190,6.060297152998828e-08,7.193104102043435e-05,-7.187043956946582e-05
191,5.597108554411534e-08,1.2520482641775743e-06,-1.1960771644226043e-06
192,3.5535274491849123e-06,2.1168028979445808e-05,-1.7614502212381922e-05
193,2.123309883472757e-07,3.637634051756322e-07,-1.514324168283565e-07
194,2.1505268676946798e-08,3.0094298608673853e-07,-2.7943772806793277e-07
195,1.834956742108318e-09,7.308591420951416e-08,-7.125095891069577e-08
196,2.989692937660493e-09,1.9832725683954777e-08,-1.6843031858115864e-08
197,3.1262463728864986e-09,1.3051202785163696e-08,-9.924956856366407e-09
198,3.0170649978344954e-08,4.755210980533775e-08,-1.7381459826992796e-08
199,4.4721943481818016e-08,1.8355784447976475e-08,2.636615903384154e-08
200,5.380184688874579e-07,8.424915722571313e-05,-8.371113653993234e-05
201,1.5037874163681408e-06,0.00012159318430349231,-0.00012008939665975049
202,1.1705428732966539e-05,0.001080329529941082,-0.0010686240857467055
203,2.5135412329291285e-07,0.00036754345637746155,-0.0003672921156976372
204,6.893742909852563e-09,1.0909301551009776e-07,-1.021992730443344e-07
205,7.432631399240108e-09,2.2412340427990785e-08,-1.4979708140572257e-08
206,2.2855756469652988e-05,5.273434362607077e-05,-2.987858715641778e-05
207,6.342191483099668e-08,1.6428155902303843e-07,-1.0085964419204174e-07
208,2.208621623367435e-07,0.00017613037198316306,-0.0001759095030138269
209,2.334337068532477e-06,1.4842754580968176e-06,8.500616104356595e-07
210,6.965233478695154e-05,0.00033576510031707585,-0.0002661127655301243
211,1.3807512914354447e-05,0.00013120222138240933,-0.00011739470937754959
212,1.231648820976261e-05,9.977246008929797e-06,2.339242200832814e-06
213,1.1664347994155833e-06,8.294049621326849e-06,-7.127614935598103e-06
214,4.078952315467177e-06,1.5575396901112981e-06,2.521412625355879e-06
215,7.25762511137873e-05,7.70647675381042e-05,-4.488516424316913e-06
216,5.049634523857094e-07,1.2931652236147784e-05,-1.2426688954292331e-05
217,1.398355493620329e-06,7.557989079032268e-07,6.425565857171023e-07
218,7.441076741088182e-05,1.8360417016083375e-05,5.605035039479844e-05
219,8.620499443168228e-07,2.3984390281839296e-05,-2.3122340280679055e-05
220,1.1791127690230496e-05,4.337554400990484e-06,7.453573289240012e-06
221,1.171876391481419e-07,6.666690524070873e-07,-5.494813990480907e-07
222,7.76618858111533e-09,1.5275931630753803e-08,-7.509743049638473e-09
223,1.9033217668606994e-08,3.0764436331764955e-08,-1.173121866315796e-08
224,7.742580265812649e-08,3.0615986190696276e-08,4.680981646743021e-08
225,7.11828684885063e-09,2.2011988676240435e-08,-1.4893702271479015e-08
226,3.92549281968968e-08,1.2426447426605591e-08,2.6828480770291208e-08
227,2.0705284153876846e-09,1.2142711725005029e-08,-1.0072183087572739e-08
228,3.4964051653929573e-09,1.0497842595214024e-08,-7.001437651865672e-09
229,1.0905166192287652e-07,4.994669143343344e-05,-4.983763938071206e-05
230,9.135216139100066e-09,9.754146645946093e-08,-8.840625298489613e-08
231,5.568356573348865e-05,3.251089310651878e-06,5.243247505859472e-05
232,0.0026814164593815804,1.6611822502454743e-05,0.0026648046914488077
233,0.0007067073602229357,1.5845625966903754e-05,0.0006908617215231061
234,5.8656582950789016e-06,0.0001272986555704847,-0.00012143299682065845
235,1.7422567907487974e-05,2.928046160377562e-05,-1.1857893696287647e-05
236,4.6082757762633264e-05,3.23605454468634e-05,1.3722212315769866e-05
237,1.2535225323517807e-05,3.876080154441297e-05,-2.6225576220895164e-05
238,8.86026318767108e-05,6.179533374961466e-05,2.6807298127096146e-05
239,1.984639766305918e-06,1.1488072004794958e-06,8.358325658264221e-07
240,0.0025337592232972383,0.007349611259996891,-0.004815852269530296
241,0.0009507611393928528,0.2518920600414276,-0.25094130635261536
242,0.006791962310671806,0.0015146370278671384,0.00527732539921999
243,9.882961603580043e-05,0.008504778146743774,-0.008405948989093304
244,5.465554750117008e-06,1.608556630117164e-07,5.304699243424693e-06
245,0.0020992683712393045,4.49767185273231e-06,0.0020947707816958427
246,0.00021463219309225678,0.0005868571461178362,-0.00037222495302557945
247,4.61396157334093e-05,6.3959746512409765e-06,3.9743641536915675e-05
248,9.121446055360138e-05,9.646858961787075e-05,-5.254129064269364e-06
249,5.069811777502764e-06,7.216245876406902e-07,4.348187303548912e-06
250,5.887887510880319e-09,3.433674322650404e-08,-2.8448855715623722e-08
251,3.606979825931944e-09,1.884017386544201e-08,-1.5233194261554672e-08
252,3.243030022304083e-08,2.4710868018473775e-08,7.719432204567056e-09
253,4.60294096171765e-08,2.3816211225380357e-08,2.221319839179614e-08
254,3.087690458869474e-08,2.3210700916820315e-08,7.666203671874428e-09
255,1.010698102987817e-08,1.0684092899282405e-07,-9.67339488511243e-08
256,0.010242233984172344,3.307237861349677e-08,0.010242200456559658
257,3.508276336106064e-07,1.296295604191755e-08,3.3786469089136517e-07
258,8.709128451300785e-06,2.872520553864888e-06,5.836607670062222e-06
259,1.450712534278864e-05,0.0007873225840739906,-0.0007728154305368662
260,0.00043005577754229307,0.0006430123466998339,-0.0002129565691575408
261,4.1374314605491236e-05,0.005622640252113342,-0.005581265781074762
262,6.321588898572372e-06,0.0002266571973450482,-0.00022033561253920197
263,0.00019903661450371146,0.00018090865341946483,1.8127961084246635e-05
264,4.1709557990543544e-05,0.0006283806287683547,-0.0005866710562258959
265,4.7671437641838565e-05,3.1025887437863275e-05,1.664555020397529e-05
266,4.2642230255296454e-05,7.410239504679339e-06,3.5231991205364466e-05
267,0.012106792069971561,0.007295807357877493,0.0048109847120940685
268,0.0018116950523108244,0.00787986908107996,-0.006068173795938492
269,0.04909684881567955,0.0023307851515710354,0.04676606506109238
270,0.001631672726944089,0.02905339188873768,-0.02742171846330166
271,0.018246084451675415,0.002234576502814889,0.01601150818169117
272,2.2495529883315157e-09,2.648774177771429e-08,-2.4238188345293565e-08
273,1.943829914807793e-07,1.0833673513843678e-06,-8.889843456927338e-07
274,2.0564275615697625e-08,1.596542631432385e-07,-1.3908999108025455e-07
275,1.4965796708565904e-06,1.5245892655002535e-06,-2.800959464366315e-08
276,0.0001947333075804636,3.0060709832469e-05,0.0001646726013859734
277,8.793529559625313e-06,2.3459961084881797e-05,-1.4666431525256485e-05
278,5.083992604681953e-08,5.424792348662777e-08,-3.4079974398082413e-09
279,8.658061823041407e-09,1.835721796794587e-08,-9.699156144904464e-09
280,3.8237313759736935e-08,2.7816263070690184e-08,1.0421050689046751e-08
281,6.186012058151391e-08,5.872861308375832e-09,5.598725749678124e-08
282,1.783734688842742e-07,4.111706175535801e-08,1.3725640712891618e-07
283,2.286642875048983e-08,8.56620681588538e-06,-8.543340300093405e-06
284,1.0226402764601517e-06,1.1841025298053864e-06,-1.6146225334523479e-07
285,1.9382146092539188e-06,5.475351940731343e-07,1.3906794720242033e-06
286,4.7075132897589356e-05,0.0004142959660384804,-0.00036722084041684866
287,3.9847654988989234e-05,0.004452776163816452,-0.004412928596138954
288,0.00011973595974268392,0.0038766199722886086,-0.0037568840198218822
289,0.00013722036965191364,0.010328390635550022,-0.010191170498728752
290,8.550147867936175e-06,0.0025882599875330925,-0.0025797097478061914
291,0.010803264565765858,0.0017852232558652759,0.00901804119348526
292,7.329371101150173e-07,3.5788791137747467e-05,-3.505585482344031e-05
293,0.0001347242359770462,0.004843518603593111,-0.0047087944112718105
294,5.959383997833356e-05,4.334513141657226e-05,1.6248708561761305e-05
295,0.00041608151514083147,9.781492553884163e-05,0.00031826659687794745
296,0.00036866997834295034,0.0007020800840109587,-0.00033341010566800833
297,3.957218723371625e-05,0.0008284343057312071,-0.0007888621184974909
298,1.6990408084893716e-06,1.1366631042619701e-05,-9.667590347817168e-06
299,2.7954603865509853e-05,0.0035583097487688065,-0.0035303551703691483
300,0.004149158950895071,3.369212572579272e-05,0.004115466959774494
301,3.5487282445956225e-08,6.908380356662747e-08,-3.359652112067124e-08
302,0.00419511878862977,4.532622824626742e-06,0.004190586041659117
303,3.1194698379977126e-08,9.112506660358122e-08,-5.993037177631777e-08
304,0.0003094353014603257,2.403821554253227e-06,0.0003070314705837518
305,5.191092895984184e-06,4.978960350854322e-05,-4.459850970306434e-05
306,2.9405249346581286e-09,2.323076664367818e-08,-2.0290242375153866e-08
307,1.4522356650559232e-08,1.888075118472443e-08,-4.3583945341652e-09
308,3.373176227228214e-08,3.6634222766451785e-08,-2.9024604941696452e-09
309,6.777344019326392e-09,1.5867678726522172e-08,-9.09033470719578e-09
310,2.833891699083324e-08,8.182373889553674e-09,2.0156543101279567e-08
311,3.017233325408597e-07,1.1384796607671888e-06,-8.367563282263291e-07
312,1.712092156935796e-08,9.095910691314657e-09,8.025010878043304e-09
313,1.959403334694798e-06,1.0960918643831974e-06,8.633114703116007e-07
314,3.2664294849382713e-05,7.57313464418985e-05,-4.306705159251578e-05
315,7.003339123912156e-05,0.0002839382505044341,-0.00021390485926531255
316,0.00013201439287513494,0.0007249842747114599,-0.0005929698818363249
317,0.0003704745031427592,0.0026845072861760855,-0.002314032753929496
318,0.00021961216407362372,2.4337892682524398e-05,0.00019527427502907813
319,0.01582612842321396,0.00010197119263466448,0.01572415791451931
320,9.283178769692313e-06,0.01529247872531414,-0.015283195301890373
321,2.962511462101247e-05,2.6482416615181137e-06,2.697687341424171e-05
322,1.1817809536296409e-05,7.282605565706035e-06,4.5352039705903735e-06
323,0.000371864385670051,1.279622574656969e-05,0.0003590681590139866
324,3.197794740117388e-06,0.00013531847798731178,-0.00013212068006396294
325,1.7043979596564895e-06,5.151452569407411e-05,-4.9810128984972835e-05
326,1.4654290225735167e-06,1.655881897022482e-05,-1.5093390175024979e-05
327,2.9688186486964696e-07,1.5839679790019545e-08,2.8104219040869793e-07
328,1.8288902765561943e-06,1.1017236829502508e-06,7.271665936059435e-07
329,6.282495519371878e-07,5.219211743678898e-06,-4.590962362271966e-06
330,8.812846630235072e-08,9.016939372941124e-08,-2.0409274270605238e-09
331,1.6093338217615383e-07,7.025239767699532e-08,9.068098449915851e-08
332,4.3405252654338256e-05,5.08029006596189e-05,-7.397648005280644e-06
333,4.431838718232939e-08,3.008317861485921e-08,1.4235208567470181e-08
334,9.658950084201479e-09,4.0209067719843006e-07,-3.9243172977876384e-07
335,3.3452394188060453e-09,3.5548830545906185e-09,-2.0964363578457323e-10
336,1.550627715118935e-08,1.1761220441997011e-08,3.74505670919234e-09
337,1.2363771872969664e-07,7.594574924496555e-08,4.769196948473109e-08
338,7.003541924177625e-08,1.3520566888303165e-08,5.651485324165151e-08
339,3.2054541065917874e-07,5.12853546297265e-07,-1.9230813563808624e-07
340,2.263975034111354e-07,7.540152324736482e-08,1.5099598726919794e-07
341,0.01895258016884327,0.0006817221874371171,0.018270857632160187
342,0.0003557455784175545,0.015336791053414345,-0.014981045387685299
343,4.9865182518260553e-05,0.000460457697045058,-0.00041059250361286104
344,0.0022173041943460703,0.002056791912764311,0.00016051228158175945
345,0.0008937052334658802,0.000817909836769104,7.579539669677615e-05
346,0.029071059077978134,0.001272735302336514,0.027798322960734367
347,1.1887250366271473e-06,2.2647192963631824e-05,-2.1458468836499378e-05
348,0.009866774082183838,0.002574935555458069,0.007291838526725769
349,2.0958264013160033e-09,2.6797826180313677e-08,-2.470200044513149e-08
350,9.038113546466775e-08,2.2029809088053298e-07,-1.2991695541586523e-07
351,1.0458341392904913e-07,1.9637266746030946e-07,-9.178925353126033e-08
352,4.598474490080662e-08,1.2292930762214382e-07,-7.694455916862353e-08
353,5.320565833244473e-06,7.489738891308662e-07,4.571591944113607e-06
354,4.040441126562655e-06,4.151910161453998e-06,-1.1146903489134274e-07
355,3.6854495988336566e-07,6.722750640619779e-06,-6.354205652314704e-06
356,1.0641282415235764e-06,8.483106284984387e-06,-7.418977929773973e-06
357,1.0455574184220495e-08,1.7911798977365834e-07,-1.6866241026036732e-07
358,9.429565579921473e-06,8.772897963638115e-09,9.420792594028171e-06
359,4.908403639092285e-07,1.893315868528589e-07,3.015087770563696e-07
360,5.883473619405777e-08,2.4452680236208835e-07,-1.8569207327345794e-07
361,5.030944993933417e-09,1.7011199560101886e-08,-1.1980255010257679e-08
362,8.933072592753888e-08,5.252446655390486e-08,3.680625937363402e-08
363,9.731994765616037e-09,2.893573203266442e-08,-1.9203737267048382e-08
364,1.6731550589454969e-09,1.3905393281277156e-08,-1.2232238333353962e-08
365,4.24092716500013e-09,4.680564202885762e-08,-4.256471441976828e-08
366,5.091031951565128e-08,9.127332418756851e-07,-8.618229117018927e-07
367,5.597221388597973e-06,3.581878218028578e-06,2.0153431705693947e-06
368,1.9565354705264326e-06,1.8921542732641683e-06,6.438119726226432e-08
369,1.1043939096566646e-08,3.302391915482872e-09,7.74154695903917e-09
370,4.093017036410629e-09,2.1356003188088835e-08,-1.7262985707588996e-08
371,1.618439782191672e-08,5.5701749879233375e-09,1.0614222389904171e-08
372,2.727933861024212e-07,1.5940885589316167e-07,1.1338453020925954e-07
373,6.009610842738766e-06,6.074831617297605e-06,-6.522077455883846e-08
374,0.0006246191915124655,0.007829136215150356,-0.007204516790807247
375,2.067657624138519e-05,0.0009172210120595992,-0.0008965444285422564
376,0.0006493472610600293,4.73740219604224e-05,0.0006019732682034373
377,2.0430752645239636e-09,1.0611427825324427e-07,-1.0407120498712175e-07
378,4.4345932110445574e-05,2.3435137563865283e-07,4.411158079165034e-05
379,1.0992179610980202e-08,2.5562373551224482e-08,-1.457019394024428e-08
380,0.0003144260263070464,0.005987204611301422,-0.005672778468579054
381,4.3170356889277173e-07,1.3187572278638982e-07,2.998278318955272e-07
382,4.297892530757963e-07,8.312615022987302e-07,-4.014722492229339e-07
383,4.2758773588502663e-07,0.00047147786244750023,-0.0004710502689704299
384,3.3852002161438577e-06,1.8498145664125332e-06,1.5353856497313245e-06
385,1.8236723917652853e-06,5.305997206050961e-07,1.293072728003608e-06
386,1.0457838470756542e-06,5.8694322291330536e-08,9.870894928099005e-07
