sample_idx,is_anchor,is_sim,cos_to_anchor,z_l2_to_anchor,true_digit,true_bin_label,pred_bin_label,same_digit_as_anchor,same_bin_as_anchor
124,0,0,0.2849099636077881,6.993476867675781,7,1,1,0,0
125,0,0,0.4943069517612457,6.742702484130859,9,1,0,0,0
126,0,0,0.7654443979263306,6.455653190612793,0,0,0,0,1
127,0,0,0.227809339761734,8.150230407714844,5,1,1,0,0
128,0,0,0.43918266892433167,6.445357322692871,8,1,1,0,0
129,0,0,0.31705325841903687,7.393526554107666,5,1,1,0,0
130,0,0,0.6536357998847961,8.869828224182129,6,1,1,0,0
131,0,0,0.6161968111991882,9.476774215698242,6,1,1,0,0
132,0,0,0.7903110980987549,8.49349594116211,5,1,1,0,0
133,0,0,0.592186689376831,6.176626205444336,7,1,1,0,0
134,0,0,0.5888931751251221,8.070347785949707,8,1,1,0,0
135,0,0,0.7605479955673218,6.598170280456543,1,0,0,0,1
136,0,0,0.7996710538864136,7.496948719024658,0,0,0,0,1
137,0,0,0.8191266655921936,7.008467197418213,1,0,0,0,1
138,0,0,0.8804326057434082,6.413894176483154,6,1,1,0,0
139,0,0,0.5057474970817566,7.216289043426514,4,0,0,0,1
140,0,0,0.8251574039459229,6.729337215423584,6,1,1,0,0
141,0,0,0.0813179463148117,7.236631393432617,7,1,1,0,0
142,0,0,0.6562724113464355,6.3767781257629395,3,0,0,0,1
143,0,0,0.826015293598175,6.659265995025635,1,0,0,0,1
144,0,0,0.4939090311527252,5.955469131469727,7,1,1,0,0
145,0,0,0.6783980131149292,7.098668098449707,1,0,0,0,1
146,0,0,0.591938316822052,8.334033012390137,8,1,1,0,0
147,0,0,0.8378708362579346,7.3880510330200195,2,0,0,1,1
148,0,0,0.7560085654258728,7.480471611022949,0,0,0,0,1
149,0,0,0.7902960777282715,6.809972286224365,2,0,0,1,1
150,0,0,0.19349297881126404,6.482776641845703,9,1,1,0,0
151,0,0,0.23654836416244507,6.108340263366699,9,1,1,0,0
152,0,0,0.24473895132541656,7.356999397277832,5,1,1,0,0
153,0,0,0.7260774374008179,6.767821311950684,5,1,1,0,0
154,0,0,0.6743309497833252,6.941897869110107,1,0,0,0,1
155,0,0,0.1343267858028412,8.496604919433594,5,1,1,0,0
156,0,0,0.8155845403671265,6.424825191497803,6,1,1,0,0
157,0,0,0.8026694059371948,7.070858955383301,0,0,0,0,1
158,0,1,0.9409970641136169,6.4985222816467285,3,0,0,0,1
159,0,0,0.6362568736076355,6.91416597366333,4,0,0,0,1
160,0,0,0.2120549976825714,7.165814399719238,4,0,0,0,1
161,0,0,0.7455748915672302,7.62954044342041,6,1,1,0,0
162,0,0,0.37370696663856506,8.1610746383667,5,1,1,0,0
163,0,0,0.24789151549339294,7.225094318389893,4,0,0,0,1
164,0,1,0.9206284284591675,6.141857624053955,6,1,1,0,0
165,0,0,0.7785992622375488,7.859658718109131,5,1,1,0,0
166,0,0,0.6715354323387146,7.0770769119262695,4,0,0,0,1
167,0,0,0.5212142467498779,7.004936695098877,5,1,1,0,0
168,0,0,0.7158018350601196,6.849956512451172,1,0,0,0,1
169,0,0,0.06587545573711395,7.148673057556152,4,0,0,0,1
170,0,0,0.1604812741279602,7.186964988708496,4,0,0,0,1
171,0,0,0.5566374063491821,6.027438163757324,7,1,1,0,0
172,0,0,0.6234309673309326,7.9294352531433105,2,0,0,1,1
173,0,0,0.8354697823524475,6.840290546417236,3,0,0,0,1
174,0,1,0.9364108443260193,5.393998146057129,2,0,0,1,1
175,0,0,0.5445054769515991,6.948696613311768,7,1,0,0,0
176,0,0,0.6943029165267944,6.997192859649658,1,0,0,0,1
177,0,0,0.7319178581237793,6.310048580169678,8,1,1,0,0
178,0,0,0.7331750392913818,6.734334945678711,1,0,0,0,1
179,0,0,0.7848702669143677,8.06570816040039,8,1,1,0,0
180,0,0,0.6374191045761108,6.869542598724365,1,0,0,0,1
181,0,0,0.892263650894165,8.186948776245117,8,1,1,0,0
182,0,0,0.5837693214416504,7.097070217132568,5,1,1,0,0
183,0,0,0.7803765535354614,7.166289806365967,0,0,0,0,1
184,0,0,0.6710411310195923,6.714312553405762,8,1,1,0,0
185,0,0,0.5823505520820618,6.766188144683838,9,1,1,0,0
186,0,0,0.834598183631897,8.344344139099121,2,0,0,1,1
187,0,0,0.6920127868652344,6.881351470947266,5,1,1,0,0
188,0,0,0.5399930477142334,7.359346389770508,0,0,0,0,1
189,0,0,0.6962919235229492,7.134385108947754,1,0,0,0,1
190,0,0,0.5357295274734497,6.577727317810059,1,0,0,0,1
191,0,0,0.716160774230957,7.104369640350342,1,0,0,0,1
192,0,0,0.325475811958313,8.604207038879395,0,0,0,0,1
193,0,0,0.28943556547164917,6.489602565765381,9,1,1,0,0
194,0,0,0.6903252601623535,6.784339904785156,0,0,0,0,1
195,0,0,0.7651981711387634,7.161586284637451,3,0,0,0,1
196,0,0,0.6442766785621643,6.654394626617432,1,0,0,0,1
197,0,0,0.6067412495613098,8.754931449890137,6,1,1,0,0
198,0,0,0.4607076048851013,7.217138767242432,4,0,0,0,1
199,0,0,0.8687105178833008,7.86947774887085,2,0,0,1,1
200,0,0,0.7914344072341919,10.660557746887207,3,0,0,0,1
201,0,0,0.8376403450965881,6.951862335205078,6,1,1,0,0
202,0,0,0.7131060361862183,6.60097599029541,1,0,0,0,1
203,0,0,0.6714953780174255,7.050900936126709,1,0,0,0,1
204,0,0,0.7697485089302063,6.66660737991333,1,0,0,0,1
205,0,0,0.6307898163795471,6.91208028793335,3,0,0,0,1
206,0,0,0.14288432896137238,8.159339904785156,9,1,1,0,0
207,0,0,0.7094170451164246,6.4390177726745605,5,1,1,0,0
208,0,1,0.9816278219223022,5.970013618469238,2,0,0,1,1
209,0,0,0.5362644195556641,7.151425838470459,9,1,1,0,0
210,0,0,0.2984808683395386,7.214583396911621,4,0,0,0,1
211,0,0,0.3806404769420624,7.188286304473877,5,1,1,0,0
212,0,0,0.3524060845375061,6.852086067199707,9,1,1,0,0
213,0,0,0.39624345302581787,6.55351448059082,3,0,0,0,1
214,0,0,0.21443474292755127,7.1139960289001465,9,1,1,0,0
215,0,0,0.4969983696937561,6.9470930099487305,0,0,0,0,1
216,0,0,0.3791135847568512,5.953693866729736,3,0,0,0,1
217,0,0,0.32507744431495667,7.445971965789795,6,1,1,0,0
218,0,0,0.4604557454586029,6.894826412200928,5,1,1,0,0
219,0,0,0.466927707195282,7.422680377960205,5,1,1,0,0
220,0,0,0.19797933101654053,7.271583080291748,7,1,1,0,0
221,0,0,0.8400261402130127,5.651610374450684,2,0,0,1,1
222,0,0,0.5991705656051636,5.643794536590576,2,0,0,1,1
223,0,0,0.3903562128543854,6.011308193206787,7,1,1,0,0
224,0,0,0.6901721954345703,6.929794788360596,1,0,0,0,1
225,0,0,0.8587050437927246,6.697659015655518,2,0,0,1,1
226,0,0,0.6181203126907349,6.649638652801514,8,1,1,0,0
227,0,0,0.6534951329231262,7.118585109710693,4,0,0,0,1
228,0,0,0.8529309630393982,6.648934364318848,1,0,0,0,1
229,0,0,0.29367196559906006,6.717455863952637,7,1,1,0,0
230,0,0,0.8169254660606384,6.0296173095703125,3,0,0,0,1
231,0,0,0.6101247072219849,6.580124855041504,3,0,0,0,1
232,0,0,0.8332285284996033,8.039066314697266,8,1,1,0,0
233,0,0,0.5461729168891907,6.361597537994385,8,1,1,0,0
234,0,0,0.28328198194503784,6.43978214263916,7,1,1,0,0
235,0,0,0.19154879450798035,6.582120418548584,9,1,1,0,0
236,0,0,0.8608578443527222,6.2130208015441895,2,0,0,1,1
237,0,0,0.851530909538269,6.212121486663818,2,0,0,1,1
238,0,0,0.08370064198970795,7.22489595413208,4,0,0,0,1
239,0,0,0.6831235289573669,6.931136131286621,1,0,0,0,1
240,0,0,0.782573938369751,7.597214698791504,5,1,1,0,0
241,0,0,0.5777546167373657,5.628250598907471,9,1,1,0,0
242,0,0,0.552453875541687,6.645562648773193,8,1,1,0,0
243,0,0,0.49642786383628845,6.894439220428467,7,1,1,0,0
244,0,0,0.8226737380027771,6.391770362854004,2,0,0,1,1
245,0,0,0.8115241527557373,7.0121750831604,3,0,0,0,1
246,0,0,0.7903600931167603,7.924924373626709,0,0,0,0,1
247,0,1,0.9022507667541504,6.579671859741211,4,0,0,0,1
248,0,0,0.20010147988796234,7.202145576477051,4,0,0,0,1
249,0,0,0.837622880935669,6.673186779022217,2,0,0,1,1
250,0,0,0.12404917180538177,6.7743401527404785,4,0,0,0,1
251,0,0,0.6647837162017822,7.149225234985352,1,0,0,0,1
252,0,0,0.16453933715820312,7.854808330535889,9,1,1,0,0
253,0,0,0.6322827339172363,7.084158897399902,5,1,1,0,0
254,0,0,0.19346484541893005,6.66576623916626,7,1,1,0,0
255,0,0,0.28208255767822266,6.423379421234131,7,1,1,0,0
256,0,0,0.8302350044250488,7.104302406311035,2,0,0,1,1
257,0,0,0.8655049800872803,6.921720504760742,8,1,1,0,0
258,0,0,0.8081916570663452,7.816549777984619,2,0,0,1,1
259,0,1,0.9559840559959412,6.920968055725098,6,1,0,0,0
260,0,0,0.47813451290130615,6.980755805969238,8,1,1,0,0
261,0,0,0.41246023774147034,6.8660407066345215,5,1,1,0,0
262,0,0,0.051066383719444275,7.673700332641602,7,1,1,0,0
263,0,0,0.23080390691757202,6.570605754852295,7,1,1,0,0
264,0,0,0.5701273679733276,6.908085346221924,9,1,0,0,0
265,0,0,0.7812612652778625,6.601655006408691,1,0,0,0,1
266,0,0,0.746776819229126,9.029439926147461,8,1,1,0,0
267,0,0,0.6684234142303467,6.695409774780273,1,0,0,0,1
268,0,0,0.8162490725517273,6.281920433044434,8,1,1,0,0
269,0,0,0.6492856740951538,6.862070560455322,0,0,0,0,1
270,0,0,0.6328004002571106,7.328329563140869,3,0,0,0,1
271,0,0,0.7273738384246826,6.234642505645752,0,0,0,0,1
272,0,0,0.6588992476463318,6.962222099304199,1,0,0,0,1
273,0,0,0.29857656359672546,6.566520690917969,9,1,1,0,0
274,0,0,0.3514631390571594,6.080242156982422,9,1,1,0,0
275,0,0,0.5304635167121887,7.22331428527832,4,0,0,0,1
276,0,0,0.7971556186676025,6.602368354797363,1,0,0,0,1
277,0,0,0.6228127479553223,5.628357887268066,8,1,1,0,0
278,0,1,0.9478515386581421,4.400057315826416,2,0,0,1,1
279,0,0,0.684745728969574,6.985500812530518,1,0,0,0,1
280,0,0,0.7922669649124146,7.021047592163086,2,0,0,1,1
281,0,0,0.5015563368797302,6.546402931213379,9,1,1,0,0
282,0,0,0.5741850137710571,6.630283832550049,7,1,1,0,0
283,0,0,0.3539872169494629,7.230856418609619,5,1,1,0,0
284,0,0,0.38946306705474854,6.447987079620361,9,1,1,0,0
285,0,0,0.8186274766921997,5.245431900024414,2,0,0,1,1
286,0,0,0.8248413801193237,7.742176532745361,6,1,1,0,0
287,0,0,0.5058605670928955,7.140706539154053,4,0,0,0,1
288,0,0,0.7094710469245911,7.064227104187012,1,0,0,0,1
289,0,0,0.870936393737793,6.5191802978515625,5,1,1,0,0
290,0,0,0.27324286103248596,6.9951090812683105,8,1,0,0,0
291,0,0,0.710488498210907,7.419787406921387,2,0,0,1,1
292,0,0,0.1485157012939453,7.363162994384766,9,1,1,0,0
293,0,1,0.9750960469245911,6.284188270568848,2,0,0,1,1
294,0,0,0.642739474773407,6.88071346282959,0,0,0,0,1
295,0,0,0.08036140352487564,7.062308311462402,4,0,0,0,1
296,0,0,0.4711725413799286,9.602683067321777,0,0,0,0,1
297,0,0,0.5779017210006714,6.856029510498047,0,0,0,0,1
298,0,0,0.7296197414398193,8.238726615905762,2,0,0,1,1
299,0,0,0.5344008207321167,7.036153793334961,8,1,1,0,0
300,0,0,0.6770375967025757,6.7099409103393555,4,0,0,0,1
301,0,0,0.6550983190536499,6.3747076988220215,7,1,1,0,0
302,0,0,0.746690034866333,6.892354488372803,1,0,0,0,1
303,0,0,0.8241950869560242,6.338963031768799,2,0,1,1,1
304,0,0,0.21666169166564941,6.666028022766113,4,0,1,0,1
305,0,0,0.7092522382736206,7.362718105316162,0,0,0,0,1
306,0,0,0.837986409664154,6.018408298492432,2,0,0,1,1
307,0,0,0.43057769536972046,6.317479133605957,7,1,1,0,0
308,0,0,0.2453511506319046,7.2060394287109375,4,0,0,0,1
309,0,0,0.8169457912445068,6.8048930168151855,3,0,0,0,1
310,0,0,0.6183434128761292,6.525160789489746,3,0,0,0,1
311,0,0,0.840883731842041,11.425582885742188,0,0,0,0,1
312,0,0,0.6695292592048645,7.841318130493164,0,0,0,0,1
313,0,0,0.6819614171981812,7.078243732452393,3,0,0,0,1
314,0,0,0.7140696048736572,6.834412097930908,1,0,0,0,1
315,0,0,0.5486388802528381,6.2165117263793945,9,1,1,0,0
316,0,0,0.6625701785087585,7.044650554656982,6,1,1,0,0
317,0,0,0.294538676738739,7.099523544311523,5,1,1,0,0
318,0,0,0.7881814241409302,7.147920608520508,2,0,0,1,1
319,0,0,0.7160477638244629,7.250246047973633,5,1,1,0,0
320,0,0,0.6206452250480652,6.821895122528076,9,1,1,0,0
321,0,0,0.5104045867919922,6.315741062164307,2,0,1,1,1
322,0,0,0.2843455374240875,7.3306169509887695,9,1,1,0,0
323,0,0,0.40397968888282776,6.560910224914551,3,0,0,0,1
324,0,0,0.7550868391990662,6.793125629425049,0,0,0,0,1
325,0,0,0.5605761408805847,7.1671624183654785,4,0,0,0,1
326,0,1,0.9076010584831238,7.018908500671387,2,0,0,1,1
327,0,0,0.5703756809234619,8.438420295715332,0,0,0,0,1
328,0,0,0.5736918449401855,6.385412693023682,7,1,1,0,0
329,0,0,0.7296480536460876,6.637807369232178,1,0,0,0,1
330,0,0,0.7185420989990234,6.776595592498779,1,0,0,0,1
331,0,0,0.8703049421310425,6.154910564422607,2,0,0,1,1
332,0,0,0.6785299181938171,6.770324230194092,1,0,0,0,1
333,0,0,0.5507340431213379,6.7047905921936035,5,1,1,0,0
334,0,0,0.3910192847251892,6.674066066741943,3,0,0,0,1
335,0,0,0.6755357980728149,6.163772106170654,3,0,0,0,1
336,0,0,0.15065453946590424,6.191215515136719,9,1,1,0,0
337,0,0,0.2746390104293823,6.56293249130249,7,1,1,0,0
338,0,0,0.7134288549423218,6.7475996017456055,8,1,1,0,0
339,0,1,0.9700607061386108,6.909240245819092,6,1,1,0,0
340,0,0,0.7694627642631531,6.864584445953369,5,1,0,0,0
341,0,0,0.6252155303955078,6.902060508728027,6,1,1,0,0
342,0,0,0.6696882843971252,6.822017192840576,1,0,0,0,1
343,0,0,0.7337579727172852,7.334015369415283,3,0,0,0,1
344,0,0,0.7310440540313721,6.4126763343811035,8,1,1,0,0
345,0,0,0.6449887156486511,6.719911575317383,1,0,0,0,1
346,0,0,0.5849038362503052,6.546463966369629,0,0,0,0,1
347,0,0,0.4843863248825073,10.044639587402344,5,1,1,0,0
348,0,0,0.8283915519714355,6.832927227020264,1,0,0,0,1
349,0,0,0.2411576807498932,6.813934803009033,3,0,1,0,1
350,0,0,0.6564316749572754,6.950733184814453,1,0,0,0,1
351,0,0,0.6570537090301514,7.380612373352051,5,1,1,0,0
352,0,1,0.9370090365409851,7.469041347503662,5,1,0,0,0
353,0,0,0.7951236367225647,5.797451972961426,6,1,1,0,0
354,0,0,0.6303480863571167,6.794185638427734,1,0,0,0,1
355,0,0,0.565466582775116,7.076298236846924,8,1,1,0,0
356,0,0,0.40138188004493713,8.087374687194824,5,1,1,0,0
357,0,0,0.5913327932357788,7.01589298248291,1,0,0,0,1
358,0,0,0.19434991478919983,7.034946918487549,7,1,1,0,0
359,0,0,0.06966102868318558,7.6288251876831055,9,1,1,0,0
360,0,0,0.5954371690750122,7.227750301361084,4,0,0,0,1
361,0,0,0.8368728160858154,6.91286563873291,6,1,1,0,0
362,0,0,0.5711270570755005,6.049654960632324,2,0,0,1,1
363,0,0,0.7623581886291504,6.976229667663574,2,0,0,1,1
364,0,0,0.3731452226638794,7.2763142585754395,5,1,1,0,0
365,0,0,0.6348892450332642,7.576962947845459,0,0,0,0,1
366,0,1,0.9386985898017883,6.698144435882568,6,1,1,0,0
367,0,0,0.6546609997749329,6.2976274490356445,5,1,1,0,0
368,0,1,0.9388738870620728,7.043173789978027,6,1,1,0,0
369,0,0,0.5327237248420715,6.8130645751953125,3,0,0,0,1
370,0,0,0.11232814192771912,6.6464619636535645,7,1,1,0,0
371,0,1,0.9523705840110779,6.484182357788086,2,0,0,1,1
372,0,0,0.8536231517791748,6.737471580505371,0,0,0,0,1
373,0,0,0.6405121684074402,8.621430397033691,8,1,1,0,0
374,0,0,0.6853533983230591,5.767819404602051,8,1,1,0,0
375,0,0,0.26682034134864807,8.014845848083496,5,1,1,0,0
376,0,0,0.3222135901451111,6.94083309173584,4,0,0,0,1
377,0,0,0.7105095982551575,6.810982704162598,1,0,0,0,1
378,0,0,0.748848557472229,6.883028984069824,1,0,0,0,1
379,0,0,0.457668662071228,7.22218132019043,4,0,0,0,1
380,0,0,0.6497793793678284,6.854592323303223,0,0,0,0,1
381,0,0,0.3612304925918579,6.756448745727539,3,0,0,0,1
382,0,0,0.4556422233581543,6.544135093688965,3,0,0,0,1
383,0,0,0.2891373038291931,6.583362579345703,7,1,1,0,0
384,0,1,0.9847492575645447,7.0509185791015625,6,1,1,0,0
385,0,0,0.7601269483566284,6.901857376098633,1,0,0,0,1
386,0,0,0.8363738059997559,6.825587749481201,6,1,1,0,0
387,0,1,0.9221958518028259,5.993326187133789,2,0,0,1,1
388,0,0,0.6074550151824951,6.772428035736084,1,0,0,0,1
389,0,0,0.29778581857681274,6.700518608093262,9,1,1,0,0
390,0,0,0.7700154781341553,5.427911758422852,2,0,0,1,1
391,0,0,0.5801146626472473,8.275769233703613,8,1,1,0,0
392,0,1,0.9520529508590698,6.671531677246094,6,1,1,0,0
393,0,0,0.6708963513374329,6.731425762176514,1,0,0,0,1
394,0,0,0.3108476996421814,6.911483287811279,9,1,1,0,0
395,0,0,0.7322524785995483,7.198392391204834,5,1,1,0,0
396,0,0,0.8422377109527588,6.93282413482666,2,0,0,1,1
397,0,0,0.7934858798980713,6.8890509605407715,5,1,1,0,0
398,0,0,0.34288862347602844,7.219599723815918,4,0,0,0,1
399,0,0,0.4484078288078308,7.138070583343506,4,0,0,0,1
400,0,0,0.6242261528968811,7.552693843841553,2,0,0,1,1
401,0,0,0.6233137845993042,6.848328113555908,8,1,1,0,0
402,0,0,0.8262461423873901,6.638033866882324,3,0,0,0,1
403,0,0,0.3088735044002533,6.92988920211792,8,1,1,0,0
404,0,0,0.8356711864471436,5.8141350746154785,2,0,0,1,1
405,0,0,0.2493252009153366,6.280388355255127,4,0,0,0,1
406,0,0,0.8049556016921997,9.829833984375,5,1,1,0,0
407,0,0,0.5842779874801636,8.17180061340332,0,0,0,0,1
408,0,0,0.8152947425842285,6.373590469360352,3,0,0,0,1
409,0,0,0.6618683338165283,7.002756595611572,1,0,0,0,1
410,0,0,0.051978256553411484,7.428704738616943,7,1,1,0,0
411,0,0,0.4661034643650055,6.5167646408081055,7,1,1,0,0
412,0,0,0.48310232162475586,6.544303894042969,5,1,1,0,0
413,0,0,0.2349662184715271,7.8604326248168945,7,1,1,0,0
414,0,0,0.16828635334968567,7.4379706382751465,9,1,1,0,0
415,0,0,0.21051818132400513,6.879608631134033,7,1,1,0,0
416,0,0,0.8241973519325256,6.746139049530029,1,0,0,0,1
417,0,0,0.2877168357372284,6.622788906097412,9,1,1,0,0
418,0,1,0.9304139018058777,5.120883464813232,2,0,0,1,1
