sample_idx,is_anchor,is_sim,cos_to_anchor,z_l2_to_anchor,true_digit,true_bin_label,pred_bin_label,same_digit_as_anchor,same_bin_as_anchor
199,0,1,0.8652673959732056,7.122439384460449,2,0,0,1,1
200,0,0,0.7280743718147278,10.462745666503906,3,0,0,0,1
201,0,0,0.3012579083442688,7.131113052368164,6,1,1,0,0
202,0,0,0.6281644105911255,6.704841613769531,1,0,0,0,1
203,0,0,0.06329204142093658,7.246740341186523,1,0,0,0,1
204,0,0,0.5799664258956909,6.79187536239624,1,0,0,0,1
205,0,0,0.35933953523635864,6.994719505310059,3,0,0,0,1
206,0,0,0.034192461520433426,8.021146774291992,9,1,1,0,0
207,0,0,0.2044764757156372,6.672303676605225,5,1,1,0,0
208,0,0,0.7468768954277039,5.804093360900879,2,0,0,1,1
209,0,0,0.01242118887603283,9.31799602508545,9,1,1,0,0
210,0,0,0.0913393571972847,7.284430980682373,4,0,0,0,1
211,0,0,0.0620608776807785,7.248394966125488,5,1,1,0,0
212,0,0,0.014013306237757206,8.989745140075684,9,1,1,0,0
213,0,0,0.08299966901540756,6.776358604431152,3,0,0,0,1
214,0,0,0.05781935155391693,7.101664066314697,9,1,1,0,0
215,0,0,0.2888002097606659,7.256547451019287,0,0,0,0,1
216,0,0,0.07612701505422592,6.966512203216553,3,0,0,0,1
217,0,0,0.02515728771686554,8.595324516296387,6,1,1,0,0
218,0,0,0.013934480957686901,7.101419448852539,5,1,1,0,0
219,0,0,0.014076326973736286,9.103341102600098,5,1,1,0,0
220,0,0,0.010007412172853947,7.96417760848999,7,1,1,0,0
221,0,0,0.7920325994491577,6.030569553375244,2,0,0,1,1
222,0,0,0.28048810362815857,9.005946159362793,2,0,0,1,1
223,0,0,0.027060680091381073,6.159656524658203,7,1,1,0,0
224,0,0,0.6555512547492981,7.022418022155762,1,0,0,0,1
225,0,1,0.955572247505188,6.385229587554932,2,0,0,1,1
226,0,0,0.22361832857131958,6.756903171539307,8,1,1,0,0
227,0,0,0.07901846617460251,7.2667999267578125,4,0,0,0,1
228,0,0,0.5983975529670715,6.824385166168213,1,0,0,0,1
229,0,0,0.07560214400291443,6.850498676300049,7,1,1,0,0
230,0,0,0.5552799701690674,6.1465020179748535,3,0,0,0,1
231,0,0,0.5232231616973877,6.687314510345459,3,0,0,0,1
232,0,1,0.9499486684799194,8.036542892456055,8,1,1,0,0
233,0,0,0.02748893015086651,6.26411247253418,8,1,1,0,0
234,0,0,0.10531855374574661,6.54863166809082,7,1,1,0,0
235,0,0,0.0479678139090538,6.714518070220947,9,1,1,0,0
236,0,0,0.41786518692970276,5.968632221221924,2,0,0,1,1
237,0,0,0.796660840511322,6.230734825134277,2,0,0,1,1
238,0,0,0.05835608392953873,7.326100826263428,4,0,0,0,1
239,0,0,0.07834874093532562,7.123273849487305,1,0,0,0,1
240,0,0,0.3808368742465973,7.215903282165527,5,1,1,0,0
241,0,0,0.49909159541130066,6.348897933959961,9,1,1,0,0
242,0,0,0.017692504450678825,6.741463661193848,8,1,1,0,0
243,0,0,0.04592519253492355,7.239595413208008,7,1,1,0,0
244,0,0,0.2622019052505493,6.4566192626953125,2,0,0,1,1
245,0,0,0.11882525682449341,7.159392356872559,3,0,0,0,1
246,0,1,0.8878670930862427,8.48233413696289,0,0,0,0,1
247,0,0,0.43338996171951294,6.960010051727295,4,0,0,0,1
248,0,0,0.06814803183078766,7.283209323883057,4,0,0,0,1
249,0,0,0.769834578037262,6.357339382171631,2,0,0,1,1
250,0,0,0.0584891252219677,6.945786952972412,4,0,0,0,1
251,0,0,0.031212452799081802,7.342749118804932,1,0,0,0,1
252,0,0,0.019211435690522194,8.038542747497559,9,1,1,0,0
253,0,0,0.06931981444358826,7.214315891265869,5,1,1,0,0
254,0,0,0.08488747477531433,6.674655437469482,7,1,1,0,0
255,0,0,0.09467865526676178,6.671906471252441,7,1,1,0,0
256,0,0,0.7924778461456299,7.266030788421631,2,0,0,1,1
257,0,0,0.4031173288822174,7.01568078994751,8,1,1,0,0
258,0,0,0.5789687633514404,6.969076633453369,2,0,0,1,1
259,0,0,0.1375790536403656,7.213813781738281,6,1,0,0,0
260,0,0,0.06270633637905121,7.433174133300781,8,1,1,0,0
261,0,0,0.01756749115884304,6.869843006134033,5,1,1,0,0
262,0,0,0.0027991735842078924,8.191500663757324,7,1,1,0,0
263,0,0,0.056178998202085495,6.701168060302734,7,1,1,0,0
264,0,0,0.14187119901180267,7.137901306152344,9,1,0,0,0
265,0,0,0.15421892702579498,6.790933132171631,1,0,0,0,1
266,0,0,0.6828986406326294,9.286808013916016,8,1,1,0,0
267,0,0,0.1551448404788971,6.858567237854004,1,0,0,0,1
268,0,0,0.1974705308675766,6.352108955383301,8,1,1,0,0
269,0,0,0.09729353338479996,7.226535797119141,0,0,0,0,1
270,0,0,0.06665121763944626,8.157665252685547,3,0,0,0,1
271,0,0,0.34411993622779846,7.5176167488098145,0,0,0,0,1
272,0,0,0.060491614043712616,7.171478748321533,1,0,0,0,1
273,0,0,0.06422147154808044,6.51713228225708,9,1,1,0,0
274,0,0,0.17986193299293518,6.193992614746094,9,1,1,0,0
275,0,0,0.0619840994477272,7.2875542640686035,4,0,0,0,1
276,0,0,0.5108115077018738,6.997003078460693,1,0,0,0,1
277,0,0,0.27533790469169617,6.064897060394287,8,1,1,0,0
278,0,1,0.9543575048446655,4.680780410766602,2,0,0,1,1
279,0,0,0.22698473930358887,7.13044548034668,1,0,0,0,1
280,0,0,0.7608838677406311,8.07109546661377,2,0,0,1,1
281,0,0,0.028609953820705414,6.675174713134766,9,1,1,0,0
282,0,0,0.15730871260166168,6.983390808105469,7,1,1,0,0
283,0,0,0.029516281560063362,7.347945213317871,5,1,1,0,0
284,0,0,0.08898754417896271,6.5870819091796875,9,1,1,0,0
285,0,0,0.3929024338722229,5.486390590667725,2,0,0,1,1
286,0,0,0.24658668041229248,7.940487861633301,6,1,1,0,0
287,0,0,0.06079800799489021,7.312217712402344,4,0,0,0,1
288,0,0,0.3060568869113922,7.127461910247803,1,0,0,0,1
289,0,0,0.8112865686416626,6.646976470947266,5,1,1,0,0
290,0,0,0.08966809511184692,6.775397300720215,8,1,1,0,0
291,0,0,0.6580918431282043,8.550029754638672,2,0,0,1,1
292,0,0,0.05091746523976326,7.068122386932373,9,1,1,0,0
293,0,0,0.6321327090263367,6.441977024078369,2,0,0,1,1
294,0,0,0.045005835592746735,8.626238822937012,0,0,0,0,1
295,0,0,0.05735309049487114,7.254080772399902,4,0,0,0,1
296,0,0,0.018551146611571312,9.178077697753906,0,0,0,0,1
297,0,0,0.12882380187511444,7.754482746124268,0,0,0,0,1
298,0,1,0.9205302596092224,8.524185180664062,2,0,0,1,1
299,0,0,0.19158807396888733,6.956324100494385,8,1,1,0,0
300,0,0,0.06037423387169838,6.8505167961120605,4,0,0,0,1
301,0,0,0.11877772212028503,6.252927780151367,7,1,1,0,0
302,0,0,0.0604122057557106,7.154223442077637,1,0,0,0,1
303,0,0,0.7384253740310669,6.419539451599121,2,0,0,1,1
304,0,0,0.04939896613359451,7.279665946960449,4,0,0,0,1
305,0,0,0.19268983602523804,6.8292155265808105,0,0,0,0,1
306,0,0,0.6475329399108887,6.363674640655518,2,0,0,1,1
307,0,0,0.07234813272953033,6.729927062988281,7,1,1,0,0
308,0,0,0.061928536742925644,7.3158860206604,4,0,0,0,1
309,0,0,0.0952807366847992,7.00862455368042,3,0,0,0,1
310,0,0,0.6621732711791992,6.640294551849365,3,0,0,0,1
311,0,0,0.5766822695732117,10.892404556274414,0,0,0,0,1
312,0,0,0.5687629580497742,7.462098121643066,0,0,0,0,1
313,0,0,0.0196540467441082,7.318267822265625,3,0,0,0,1
314,0,0,0.07747874408960342,7.104477405548096,1,0,0,0,1
315,0,0,0.08642306178808212,6.325695991516113,9,1,1,0,0
316,0,0,0.25245988368988037,7.298144340515137,6,1,1,0,0
317,0,0,0.012354978360235691,7.954636096954346,5,1,1,0,0
318,0,1,0.8699900507926941,7.879970073699951,2,0,0,1,1
319,0,0,0.8014746904373169,7.190738677978516,5,1,1,0,0
320,0,0,0.06354954838752747,6.955245018005371,9,1,1,0,0
321,0,0,0.2693975269794464,6.309796333312988,2,0,1,1,1
322,0,0,0.01840580254793167,8.390328407287598,9,1,1,0,0
323,0,0,0.11560045927762985,6.944221496582031,3,0,0,0,1
324,0,0,0.2502898871898651,6.845929145812988,0,0,0,0,1
325,0,0,0.015131029300391674,7.337210655212402,4,0,0,0,1
326,0,0,0.32842934131622314,6.826107501983643,2,0,0,1,1
327,0,0,0.14528478682041168,7.258671760559082,0,0,0,0,1
328,0,0,0.10690928995609283,6.753809928894043,7,1,1,0,0
329,0,0,0.2637084424495697,6.7616658210754395,1,0,0,0,1
330,0,0,0.20704708993434906,6.93569278717041,1,0,0,0,1
331,0,0,0.7205878496170044,6.355452060699463,2,0,0,1,1
332,0,0,0.32615405321121216,6.898517608642578,1,0,0,0,1
333,0,0,0.32669639587402344,6.834651470184326,5,1,1,0,0
334,0,0,0.6693782210350037,6.86379861831665,3,0,0,0,1
335,0,1,0.9160956144332886,6.45015287399292,3,0,0,0,1
336,0,0,0.10358111560344696,6.754577159881592,9,1,1,0,0
337,0,0,0.06077926605939865,6.712677001953125,7,1,1,0,0
338,0,0,0.17535702884197235,7.358813762664795,8,1,1,0,0
339,0,0,0.5235556960105896,6.977427959442139,6,1,1,0,0
340,0,0,0.5403323173522949,6.933411121368408,5,1,0,0,0
341,0,0,0.4568193554878235,6.9813971519470215,6,1,1,0,0
342,0,0,0.04761454090476036,7.122115135192871,1,0,0,0,1
343,0,0,0.6382368803024292,7.3175506591796875,3,0,0,0,1
344,0,0,0.4191896319389343,6.582645416259766,8,1,1,0,0
345,0,0,0.07554937899112701,7.018526077270508,1,0,0,0,1
346,0,0,0.06441672891378403,7.949126720428467,0,0,0,0,1
347,0,0,0.03403937444090843,9.446910858154297,5,1,1,0,0
348,0,0,0.564642608165741,7.045718669891357,1,0,0,0,1
349,0,0,0.11555185914039612,6.992043495178223,3,0,0,0,1
350,0,0,0.019010640680789948,7.3060126304626465,1,0,0,0,1
351,0,0,0.12187930941581726,8.469618797302246,5,1,1,0,0
352,0,0,0.7556487321853638,7.428530216217041,5,1,1,0,0
353,0,0,0.3558322489261627,10.17004108428955,6,1,1,0,0
354,0,0,0.3764569163322449,6.857907772064209,1,0,0,0,1
355,0,0,0.07990704476833344,7.77485990524292,8,1,1,0,0
356,0,0,0.009328069165349007,10.378467559814453,5,1,1,0,0
357,0,0,0.2666538655757904,7.179407119750977,1,0,0,0,1
358,0,0,0.08074098825454712,7.164554119110107,7,1,1,0,0
359,0,0,0.061887409538030624,7.432671070098877,9,1,1,0,0
360,0,0,0.059816665947437286,7.336248874664307,4,0,0,0,1
361,0,0,0.32261717319488525,6.879448890686035,6,1,1,0,0
362,0,0,0.3966037631034851,6.03035831451416,2,0,0,1,1
363,0,0,0.2847098708152771,6.865407943725586,2,0,0,1,1
364,0,0,0.017589233815670013,8.617278099060059,5,1,1,0,0
365,0,0,0.10554435104131699,7.27280330657959,0,0,0,0,1
366,0,0,0.38951414823532104,7.158331394195557,6,1,1,0,0
367,0,0,0.4117926061153412,6.584421157836914,5,1,1,0,0
368,0,0,0.5217828750610352,7.145717620849609,6,1,1,0,0
369,0,0,0.5293917655944824,6.905272960662842,3,0,0,0,1
370,0,0,0.08560922741889954,6.771332740783691,7,1,1,0,0
371,0,0,0.430510938167572,6.71889591217041,2,0,0,1,1
372,0,0,0.34268760681152344,6.783932209014893,0,0,0,0,1
373,0,0,0.15173764526844025,8.66746711730957,8,1,1,0,0
374,0,0,0.42513328790664673,6.449777126312256,8,1,1,0,0
375,0,0,0.013956896029412746,8.301216125488281,5,1,1,0,0
376,0,0,0.04864833876490593,6.953714847564697,4,0,0,0,1
377,0,0,0.22283852100372314,6.945125102996826,1,0,0,0,1
378,0,0,0.26131635904312134,7.011923313140869,1,0,0,0,1
379,0,0,0.05137340724468231,7.3381571769714355,4,0,0,0,1
380,0,0,0.241384819149971,7.062324523925781,0,0,0,0,1
381,0,0,0.12053806334733963,6.811619758605957,3,0,1,0,1
382,0,0,0.23085035383701324,7.1730780601501465,3,0,0,0,1
383,0,0,0.11069468408823013,6.686803340911865,7,1,1,0,0
384,0,0,0.2252800464630127,8.621658325195312,6,1,1,0,0
385,0,0,0.44686537981033325,7.023892402648926,1,0,0,0,1
386,0,0,0.6771276593208313,6.952885627746582,6,1,1,0,0
387,0,0,0.7993209362030029,6.086471080780029,2,0,0,1,1
388,0,0,0.39947381615638733,6.969087600708008,1,0,0,0,1
389,0,0,0.019628304988145828,7.390509605407715,9,1,1,0,0
390,0,0,0.6656104326248169,6.583756923675537,2,0,0,1,1
391,0,0,0.12283612042665482,8.046680450439453,8,1,1,0,0
392,0,0,0.28302842378616333,6.912887096405029,6,1,1,0,0
393,0,0,0.12364219129085541,6.89517879486084,1,0,0,0,1
394,0,0,0.039901603013277054,7.036225318908691,9,1,1,0,0
395,0,0,0.06774917244911194,9.195062637329102,5,1,1,0,0
396,0,0,0.6193735599517822,6.807539463043213,2,0,0,1,1
397,0,0,0.5820565223693848,6.854975700378418,5,1,1,0,0
398,0,0,0.06620468944311142,7.333183288574219,4,0,0,0,1
399,0,0,0.19981805980205536,7.26383113861084,4,0,0,0,1
400,0,0,0.39194896817207336,7.564980506896973,2,0,0,1,1
401,0,0,0.3262721300125122,7.274782180786133,8,1,1,0,0
402,0,0,0.3460868299007416,7.63698673248291,3,0,0,0,1
403,0,0,0.049931254237890244,6.895883083343506,8,1,1,0,0
404,0,0,0.43683555722236633,5.760701656341553,2,0,0,1,1
405,0,0,0.06267321854829788,6.41933012008667,4,0,0,0,1
406,0,0,0.3166414797306061,10.417197227478027,5,1,1,0,0
407,0,0,0.05943097919225693,10.204133987426758,0,0,0,0,1
408,0,0,0.6467520594596863,6.681872844696045,3,0,0,0,1
409,0,0,0.032562822103500366,7.680622577667236,1,0,0,0,1
410,0,0,0.004734881687909365,8.122220039367676,7,1,1,0,0
411,0,0,0.09975598752498627,6.690456867218018,7,1,1,0,0
412,0,0,0.026724783703684807,8.36035442352295,5,1,1,0,0
413,0,0,0.006104562431573868,9.42452335357666,7,1,1,0,0
414,0,0,0.08501161634922028,7.204568862915039,9,1,1,0,0
415,0,0,0.006606643553823233,7.341949462890625,7,1,1,0,0
416,0,0,0.47210991382598877,7.032590389251709,1,0,0,0,1
417,0,0,0.04085905849933624,6.7937140464782715,9,1,1,0,0
